gene	N_nonsilent	N_silent	N_noncoding	n_nonsilent	n_silent	n_noncoding	nnei	x	X	r_x_X	r_n_N	r_nns_Nns	r_ns_Ns	r_nnc_Nnc	r_nsnc_Nsnc
ERAS	107133	33969	0	0	0	0	50	7	4674724	1.497415e-06	0	0	0	NaN	0
ERBB2	599985	178287	0	1	0	0	50	3	3415660	8.783076e-07	1.284898e-06	1.666708e-06	0	NaN	0
ERBB2IP	672479	173329	0	1	0	0	45	3	2696214	1.112671e-06	1.182301e-06	1.487035e-06	0	NaN	0
ERBB3	667521	189945	0	3	0	0	50	3	3727009	8.049350e-07	3.498681e-06	4.494241e-06	0	NaN	0
ERBB4	642865	168572	0	2	0	0	50	5	3966936	1.260419e-06	2.464763e-06	3.111073e-06	0	NaN	0
ERC1	546921	140298	0	1	1	0	50	2	3559174	5.619281e-07	2.910280e-06	1.828418e-06	7.127685e-06	NaN	7.127685e-06
ERC2	468464	120064	0	0	1	0	50	3	3654649	8.208723e-07	1.699155e-06	0	8.328891e-06	NaN	8.328891e-06
ERCC1	163815	48642	0	0	0	0	50	3	3302430	9.084220e-07	0	0	0	NaN	0
ERCC2	378751	109679	0	0	0	0	50	6	4363643	1.374998e-06	0	0	0	NaN	0
ERCC3	382637	101170	0	0	0	0	50	5	4212491	1.186946e-06	0	0	0	NaN	0
ERCC4	439252	122141	0	0	0	0	39	3	3528153	8.503033e-07	0	0	0	NaN	0
ERCC5	573788	153631	0	0	0	0	50	5	4893412	1.021782e-06	0	0	0	NaN	0
ERCC6	721590	195372	0	0	0	0	50	0	4375703	0	0	0	0	NaN	0
ERCC6L	594089	161470	0	0	0	0	50	0	4341801	0	0	0	0	NaN	0
ERCC8	198186	50451	0	1	0	0	50	14	4759010	2.941788e-06	4.021928e-06	5.045765e-06	0	NaN	0
EREG	83817	21909	0	0	0	0	50	9	4223010	2.131181e-06	0	0	0	NaN	0
ERF	248838	84621	0	0	0	0	50	3	3959834	7.576075e-07	0	0	0	NaN	0
ERG	242205	63516	0	0	0	0	50	6	3068332	1.955460e-06	0	0	0	NaN	0
ERGIC1	145390	37319	0	0	0	0	50	6	4526654	1.325482e-06	0	0	0	NaN	0
ERGIC2	191285	47101	0	0	1	0	39	3	2784386	1.077437e-06	4.194877e-06	0	2.123097e-05	NaN	2.123097e-05
ERGIC3	195774	49647	0	0	0	0	50	7	2913227	2.402834e-06	0	0	0	NaN	0
ERH	53734	12395	0	0	0	0	50	7	3224643	2.170783e-06	0	0	0	NaN	0
ERI1	172860	43014	0	0	0	0	50	6	4175373	1.436997e-06	0	0	0	NaN	0
ERI2	397042	100835	0	0	0	0	50	6	3749521	1.600204e-06	0	0	0	NaN	0
ERI3	164418	45828	0	0	0	0	50	3	3801245	7.892151e-07	0	0	0	NaN	0
ERICH1	216075	56079	0	0	0	0	50	7	3320118	2.108359e-06	0	0	0	NaN	0
ERLEC1	240463	61841	0	0	0	0	50	0	4242172	0	0	0	0	NaN	0
ERLIN1	174736	44555	0	0	0	0	50	5	3151546	1.586523e-06	0	0	0	NaN	0
ERLIN2	176612	44689	0	0	0	0	50	11	4677471	2.351698e-06	0	0	0	NaN	0
ERMAP	227599	67469	0	0	0	0	50	3	3791932	7.911534e-07	0	0	0	NaN	0
ERMN	148003	34103	0	0	0	0	50	5	3856520	1.296506e-06	0	0	0	NaN	0
ERMP1	433222	124151	0	0	0	0	50	2	3141965	6.365443e-07	0	0	0	NaN	0
ERN1	473556	133062	0	0	0	0	50	7	2905857	2.408928e-06	0	0	0	NaN	0
ERN2	459955	144854	0	1	1	0	50	2	3708986	5.392309e-07	3.306829e-06	2.174126e-06	6.903503e-06	NaN	6.903503e-06
ERO1L	239190	55677	0	0	0	0	50	4	3928947	1.018084e-06	0	0	0	NaN	0
ERO1LB	236376	57888	0	1	0	0	50	4	4094035	9.770312e-07	3.398309e-06	4.230548e-06	0	NaN	0
ERP27	135273	35175	0	1	0	0	50	8	3605471	2.218850e-06	5.866892e-06	7.392458e-06	0	NaN	0
ERP29	124620	34974	0	0	0	0	50	3	2444495	1.227247e-06	0	0	0	NaN	0
ERP44	205154	49111	0	1	0	0	50	4	3274625	1.221514e-06	3.932905e-06	4.874387e-06	0	NaN	0
ERRFI1	216946	64655	0	0	0	0	50	3	3090509	9.707139e-07	0	0	0	NaN	0
ERV3	284080	80735	0	0	0	0	50	15	7542123	1.988830e-06	0	0	0	NaN	0
ERVFRDE1	248369	76648	0	0	0	0	50	15	7538036	1.989908e-06	0	0	0	NaN	0
ESAM	180297	60300	0	0	0	0	50	5	4211620	1.187192e-06	0	0	0	NaN	0
ESCO1	410241	103314	0	0	0	0	22	0	1268578	0	0	0	0	NaN	0
ESCO2	295537	75509	0	0	0	0	50	6	4432117	1.353755e-06	0	0	0	NaN	0
ESD	142241	34840	0	0	0	0	50	4	2484494	1.609986e-06	0	0	0	NaN	0
ESF1	430274	93934	0	1	0	0	50	6	4151253	1.445347e-06	1.907640e-06	2.324100e-06	0	NaN	0
ESM1	89713	23852	0	1	0	0	50	2	3226519	6.198631e-07	8.805530e-06	1.114666e-05	0	NaN	0
ESPL1	990260	312823	0	2	0	0	18	0	1854895	0	1.534822e-06	2.019672e-06	0	NaN	0
ESPN	396037	129176	0	0	0	0	50	2	3288293	6.082183e-07	0	0	0	NaN	0
ESPNL	456605	156445	0	0	0	0	50	2	3692169	5.416870e-07	0	0	0	NaN	0
ESR1	285152	80668	0	0	0	0	50	0	4306894	0	0	0	0	NaN	0
ESR2	269675	73834	0	0	2	0	9	3	635830	4.718242e-06	5.822264e-06	0	2.708779e-05	NaN	2.708779e-05
ESRP1	334531	93398	0	1	0	0	50	4	2745660	1.456845e-06	2.336836e-06	2.989260e-06	0	NaN	0
ESRP2	334196	110014	0	0	0	0	50	8	4008141	1.995938e-06	0	0	0	NaN	0
ESRRA	194970	65526	0	1	0	0	50	7	4709765	1.486274e-06	3.838831e-06	5.128994e-06	0	NaN	0
ESRRB	243076	70283	0	0	0	0	50	5	2749881	1.818260e-06	0	0	0	NaN	0
ESRRG	222440	59161	0	0	1	0	28	5	2374748	2.105487e-06	3.551124e-06	0	1.690303e-05	NaN	1.690303e-05
ESX1	186997	61238	0	0	0	0	50	9	3331508	2.701479e-06	0	0	0	NaN	0
ESYT1	535397	161068	0	0	1	0	50	3	3662890	8.190254e-07	1.435822e-06	0	6.208558e-06	NaN	6.208558e-06
ESYT2	430274	126094	0	1	0	0	50	1	4021072	2.486899e-07	1.797372e-06	2.324100e-06	0	NaN	0
ESYT3	426522	126027	0	0	1	0	50	3	2842944	1.055244e-06	1.809794e-06	0	7.934808e-06	NaN	7.934808e-06
ETAA1	448230	114771	0	0	0	0	50	1	3723257	2.685821e-07	0	0	0	NaN	0
ETF1	216678	55476	0	1	0	0	50	2	3324071	6.016719e-07	3.674390e-06	4.615143e-06	0	NaN	0
ETFA	163949	46699	0	1	0	0	50	4	2538027	1.576027e-06	4.747256e-06	6.099458e-06	0	NaN	0
ETFB	168974	56146	0	0	0	0	50	9	3911527	2.300892e-06	0	0	0	NaN	0
ETFDH	300830	81472	0	0	0	0	50	1	4155005	2.406736e-07	0	0	0	NaN	0
ETHE1	121940	37051	0	0	0	0	50	3	3536193	8.483700e-07	0	0	0	NaN	0
ETNK1	232959	65526	0	0	0	0	50	1	4164787	2.401083e-07	0	0	0	NaN	0
ETNK2	188069	50920	0	0	0	0	50	6	2999523	2.000318e-06	0	0	0	NaN	0
ETS1	253059	64119	0	0	0	0	50	3	3116907	9.624926e-07	0	0	0	NaN	0
ETS2	231619	58625	0	3	0	0	50	3	4144151	7.239118e-07	1.033613e-05	1.295231e-05	0	NaN	0
ETV1	250245	60300	0	0	0	0	50	5	3931493	1.271781e-06	0	0	0	NaN	0
ETV2	162743	49312	0	0	0	0	50	11	3857860	2.851322e-06	0	0	0	NaN	0
ETV3	245823	72762	0	0	0	0	50	4	3123607	1.280571e-06	0	0	0	NaN	0
ETV3L	169778	51724	0	0	0	0	50	8	4804972	1.664942e-06	0	0	0	NaN	0
ETV4	236644	65459	0	1	0	0	50	4	3447016	1.160424e-06	3.310129e-06	4.225757e-06	0	NaN	0
ETV5	250245	67536	0	1	0	0	50	5	3371239	1.483134e-06	3.146821e-06	3.996084e-06	0	NaN	0
ETV6	218889	59898	0	1	0	0	50	3	3601853	8.329046e-07	3.586968e-06	4.568526e-06	0	NaN	0
ETV7	165892	45962	0	0	0	0	50	8	3655989	2.188190e-06	0	0	0	NaN	0
EVC	477643	137216	0	1	1	0	50	7	3168363	2.209343e-06	3.252778e-06	2.093614e-06	7.287780e-06	NaN	7.287780e-06
EVC2	628661	177952	0	1	0	0	45	2	3093390	6.465399e-07	1.239752e-06	1.590682e-06	0	NaN	0
EVI2A	123548	34840	0	0	0	0	50	0	4215171	0	0	0	0	NaN	0
EVI2B	208705	62846	0	0	0	0	50	0	4243177	0	0	0	0	NaN	0
EVI5	403541	99562	0	1	0	0	50	4	3728885	1.072707e-06	1.987665e-06	2.478063e-06	0	NaN	0
EVI5L	390275	111421	0	1	0	0	50	4	4469637	8.949273e-07	1.993239e-06	2.562296e-06	0	NaN	0
EVL	206628	56883	0	0	0	0	50	5	4726314	1.057907e-06	0	0	0	NaN	0
EVPL	954549	288837	0	0	1	0	50	5	3627112	1.378507e-06	8.042555e-07	0	3.462160e-06	NaN	3.462160e-06
EVPLL	148874	41272	0	0	0	0	50	15	7502660	1.999291e-06	0	0	0	NaN	0
EVX1	184049	63583	0	0	0	0	50	1	3133590	3.191228e-07	0	0	0	NaN	0
EVX2	213663	75174	0	0	0	0	50	5	3163204	1.580676e-06	0	0	0	NaN	0
EWSR1	338015	94135	0	1	0	0	50	2	4035075	4.956537e-07	2.314011e-06	2.958449e-06	0	NaN	0
EXD1	250111	67670	0	0	0	0	50	7	3060493	2.287213e-06	0	0	0	NaN	0
EXD2	238453	66866	0	0	0	0	50	2	3471002	5.762025e-07	0	0	0	NaN	0
EXD3	416405	129712	0	0	0	0	50	10	3909584	2.557817e-06	0	0	0	NaN	0
EXO1	410509	110684	0	0	1	0	50	3	3845063	7.802213e-07	1.918675e-06	0	9.034730e-06	NaN	9.034730e-06
EXOC1	444411	109746	0	1	0	0	50	1	3434755	2.911416e-07	1.804543e-06	2.250169e-06	0	NaN	0
EXOC2	461362	118121	0	1	0	0	50	3	3494854	8.584050e-07	1.725676e-06	2.167495e-06	0	NaN	0
EXOC3	361264	98222	0	0	0	0	50	4	3049974	1.311487e-06	0	0	0	NaN	0
EXOC3L	343643	117652	0	0	0	0	50	15	7579040	1.979142e-06	0	0	0	NaN	0
EXOC3L2	189677	64789	0	2	0	0	50	6	4016583	1.493807e-06	7.859596e-06	1.054424e-05	0	NaN	0
EXOC4	475566	127836	0	0	0	0	50	2	3553479	5.628287e-07	0	0	0	NaN	0
EXOC5	356574	84621	0	0	0	0	50	1	2943712	3.397071e-07	0	0	0	NaN	0
EXOC6	419755	101036	0	0	0	0	50	5	3412846	1.465053e-06	0	0	0	NaN	0
EXOC6B	404881	102041	0	0	1	0	50	6	3559442	1.685657e-06	1.972690e-06	0	9.799982e-06	NaN	9.799982e-06
EXOC7	362738	96748	0	0	0	0	50	6	4043919	1.483709e-06	0	0	0	NaN	0
EXOC8	338216	99964	0	0	0	0	50	7	4620320	1.515047e-06	0	0	0	NaN	0
EXOG	177818	49111	0	1	0	0	50	5	2773934	1.802494e-06	4.406665e-06	5.623728e-06	0	NaN	0
EXOSC1	98021	26197	0	0	0	0	50	6	2865456	2.093908e-06	0	0	0	NaN	0
EXOSC10	440726	113632	0	2	0	0	50	2	2822643	7.085558e-07	3.607777e-06	4.537967e-06	0	NaN	0
EXOSC2	143715	40401	0	0	0	0	50	3	3503363	8.563201e-07	0	0	0	NaN	0
EXOSC3	130650	38994	0	0	0	0	50	2	3396029	5.889231e-07	0	0	0	NaN	0
EXOSC4	111622	38726	0	0	0	0	50	6	3789051	1.583510e-06	0	0	0	NaN	0
EXOSC5	111220	35510	0	1	0	0	50	3	3165482	9.477230e-07	6.815239e-06	8.991189e-06	0	NaN	0
EXOSC6	117920	47101	0	0	0	0	50	5	3547516	1.409437e-06	0	0	0	NaN	0
EXOSC7	142576	39932	0	0	0	0	50	3	3626978	8.271349e-07	0	0	0	NaN	0
EXOSC8	139293	36180	0	0	0	0	50	4	3393885	1.178590e-06	0	0	0	NaN	0
EXOSC9	225924	59295	0	0	0	0	50	4	3211176	1.245650e-06	0	0	0	NaN	0
EXPH5	946509	257481	0	0	1	0	50	5	4193731	1.192256e-06	8.305717e-07	0	3.883782e-06	NaN	3.883782e-06
EXT1	362537	95944	0	0	0	0	50	3	3739672	8.022094e-07	0	0	0	NaN	0
EXT2	380024	103783	0	0	0	0	50	3	3828380	7.836213e-07	0	0	0	NaN	0
EXTL1	315168	101103	0	0	0	0	50	4	3968276	1.007994e-06	0	0	0	NaN	0
EXTL2	160666	42143	0	0	0	0	50	7	4039698	1.732803e-06	0	0	0	NaN	0
EXTL3	428197	129779	0	0	0	0	50	7	3770760	1.856390e-06	0	0	0	NaN	0
EYA1	297279	79395	0	0	0	0	23	3	1702939	1.761660e-06	0	0	0	NaN	0
EYA2	263779	73298	0	1	0	0	50	4	3623494	1.103907e-06	2.966681e-06	3.791052e-06	0	NaN	0
EYA3	284884	74906	0	0	0	0	50	2	4596468	4.351167e-07	0	0	0	NaN	0
EYA4	334062	88239	0	0	1	0	50	7	3287757	2.129111e-06	2.367979e-06	0	1.133286e-05	NaN	1.133286e-05
EYS	1525054	394697	0	0	0	0	2	1	693718	1.441508e-06	0	0	0	NaN	0
EZH1	374329	91991	0	1	0	0	50	8	3580413	2.234379e-06	2.144450e-06	2.671447e-06	0	NaN	0
EZH2	377612	91120	0	0	0	0	50	2	4136848	4.834599e-07	0	0	0	NaN	0
EZR	291718	72695	0	0	0	0	50	6	3173388	1.890724e-06	0	0	0	NaN	0
F10	239123	62176	0	0	0	0	50	12	4896494	2.450733e-06	0	0	0	NaN	0
F11	308937	79596	0	0	0	0	50	7	4400091	1.590876e-06	0	0	0	NaN	0
F11R	146462	41674	0	0	1	0	14	1	597372	1.673999e-06	5.315304e-06	0	2.399578e-05	NaN	2.399578e-05
F12	296073	86229	0	0	0	0	50	8	3717093	2.152219e-06	0	0	0	NaN	0
F13A1	357244	96011	0	1	0	0	50	2	3986835	5.016511e-07	2.206264e-06	2.799207e-06	0	NaN	0
F13B	328233	80199	0	1	0	0	50	7	3247959	2.155200e-06	2.448388e-06	3.046616e-06	0	NaN	0
F2	303577	83348	0	0	0	0	50	5	3169167	1.577702e-06	0	0	0	NaN	0
F2R	197918	59764	0	0	0	0	50	9	3514686	2.560684e-06	0	0	0	NaN	0
F2RL1	183781	57017	0	0	0	0	50	2	3138682	6.372101e-07	0	0	0	NaN	0
F2RL2	175674	51255	0	0	0	0	50	0	4231586	0	0	0	0	NaN	0
F2RL3	168036	65526	0	1	0	0	50	5	3604935	1.386988e-06	4.281518e-06	5.951106e-06	0	NaN	0
F3	148204	34304	0	0	0	0	50	4	3048768	1.312005e-06	0	0	0	NaN	0
F5	1076757	284214	0	1	1	0	50	4	3922113	1.019858e-06	1.469539e-06	9.287146e-07	3.518476e-06	NaN	3.518476e-06
F7	223646	64789	0	0	0	0	10	0	511947	0	0	0	0	NaN	0
F8	1143422	300160	0	0	0	0	17	2	1229249	1.627010e-06	0	0	0	NaN	0
F8A1	163212	61506	0	0	0	0	50	3	4774353	6.283574e-07	0	0	0	NaN	0
F8A2	490038	184518	0	0	0	0	50	3	4897365	6.125743e-07	0	0	0	NaN	0
F8A3	163212	61506	0	0	0	0	50	3	4774353	6.283574e-07	0	0	0	NaN	0
F9	227331	57285	0	1	0	0	50	0	4237616	0	3.513506e-06	4.398872e-06	0	NaN	0
FA2H	178622	51523	0	0	0	0	50	6	2385468	2.515230e-06	0	0	0	NaN	0
FAAH	275839	85559	0	0	0	0	47	4	2855138	1.400983e-06	0	0	0	NaN	0
FAAH2	257481	71958	0	0	0	0	50	7	2970579	2.356443e-06	0	0	0	NaN	0
FABP1	64856	15544	0	0	0	0	50	4	3772368	1.060342e-06	0	0	0	NaN	0
FABP12	69546	17487	0	0	0	0	50	3	4160097	7.211370e-07	0	0	0	NaN	0
FABP2	66665	16348	0	0	0	0	50	3	3721113	8.062104e-07	0	0	0	NaN	0
FABP3	65995	17621	0	0	0	0	50	7	3724195	1.879601e-06	0	0	0	NaN	0
FABP4	66464	16549	0	0	0	0	50	0	3614650	0	0	0	0	NaN	0
FABP5	68206	16616	0	0	0	0	50	10	5309080	1.883566e-06	0	0	0	NaN	0
FABP6	91120	21842	0	0	0	0	50	7	3850825	1.817792e-06	0	0	0	NaN	0
FABP7	66330	16281	0	0	0	0	50	1	3670729	2.724255e-07	0	0	0	NaN	0
FABP9	67000	15410	0	1	0	0	50	4	3988242	1.002948e-06	1.213445e-05	1.492537e-05	0	NaN	0
FADD	95944	30887	0	1	0	0	50	3	3242331	9.252603e-07	7.884508e-06	1.042275e-05	0	NaN	0
FADS1	244148	67402	0	0	0	0	50	8	3566075	2.243363e-06	0	0	0	NaN	0
FADS2	221636	55543	0	0	0	0	50	7	4945270	1.415494e-06	0	0	0	NaN	0
FADS3	218085	59697	0	0	0	0	50	9	4431179	2.031062e-06	0	0	0	NaN	0
FADS6	164753	51322	0	0	0	0	50	1	3667848	2.726394e-07	0	0	0	NaN	0
FAF1	323610	83415	0	0	1	0	50	6	3538739	1.695519e-06	2.456852e-06	0	1.198825e-05	NaN	1.198825e-05
FAF2	219291	58089	0	0	0	0	48	4	3163472	1.264434e-06	0	0	0	NaN	0
FAH	208303	55811	0	0	0	0	50	3	3583294	8.372185e-07	0	0	0	NaN	0
FAHD1	148941	42411	0	0	0	0	50	1	3522793	2.838657e-07	0	0	0	NaN	0
FAHD2A	151085	44488	0	1	0	0	50	3	3884191	7.723616e-07	5.113180e-06	6.618791e-06	0	NaN	0
FAHD2B	151487	44086	0	0	0	0	50	2	3772435	5.301616e-07	0	0	0	NaN	0
FAIM	114302	28006	0	0	0	0	50	5	3332379	1.500430e-06	0	0	0	NaN	0
FAIM2	154569	45426	0	0	0	0	50	5	3483196	1.435463e-06	0	0	0	NaN	0
FAIM3	184317	57888	0	0	0	0	50	4	3724798	1.073884e-06	0	0	0	NaN	0
FAM100A	84219	24723	0	0	0	0	50	4	3274759	1.221464e-06	0	0	0	NaN	0
FAM100B	79328	21775	0	0	0	0	50	8	3747980	2.134483e-06	0	0	0	NaN	0
FAM101A	64119	19497	0	0	0	0	50	5	3565673	1.402260e-06	0	0	0	NaN	0
FAM101B	67134	21306	0	0	0	0	50	0	3965931	0	0	0	0	NaN	0
FAM102A	185456	54739	0	0	0	0	50	7	4198220	1.667373e-06	0	0	0	NaN	0
FAM102B	178689	47436	0	1	0	0	50	2	3950052	5.063224e-07	4.422333e-06	5.596315e-06	0	NaN	0
FAM103A1	63650	10117	0	0	0	0	50	4	3410300	1.172917e-06	0	0	0	NaN	0
FAM104A	98624	29614	0	0	0	0	50	3	3633276	8.257011e-07	0	0	0	NaN	0
FAM104B	82343	18157	0	0	0	0	50	4	3568554	1.120902e-06	0	0	0	NaN	0
FAM105A	176478	44421	0	0	0	0	50	2	3636559	5.499705e-07	0	0	0	NaN	0
FAM105B	171855	45828	0	0	0	0	50	2	2879258	6.946234e-07	0	0	0	NaN	0
FAM107A	70283	19564	0	0	0	0	50	7	3613846	1.936995e-06	0	0	0	NaN	0
FAM107B	149276	39061	0	0	0	0	50	3	2861838	1.048277e-06	0	0	0	NaN	0
FAM108A1	168103	53399	0	0	0	0	50	15	7514787	1.996065e-06	0	0	0	NaN	0
FAM108B1	143246	39262	0	0	0	0	50	3	3410099	8.797399e-07	0	0	0	NaN	0
FAM108C1	152961	47637	0	0	0	0	50	3	3762318	7.973808e-07	0	0	0	NaN	0
FAM109A	117853	42344	0	0	0	0	50	10	4536503	2.204341e-06	0	0	0	NaN	0
FAM109B	119863	37721	0	0	0	0	50	6	4038626	1.485654e-06	0	0	0	NaN	0
FAM110A	129645	49647	0	0	0	0	50	3	4187835	7.163606e-07	0	0	0	NaN	0
FAM110B	171989	51724	0	0	0	0	50	6	3727880	1.609494e-06	0	0	0	NaN	0
FAM110C	143380	51590	0	0	0	0	50	0	4277816	0	0	0	0	NaN	0
FAM111A	297748	73700	0	1	2	0	50	6	3140893	1.910285e-06	8.076501e-06	3.358545e-06	2.713704e-05	NaN	2.713704e-05
FAM111B	357378	87435	0	0	0	0	50	4	4038693	9.904194e-07	0	0	0	NaN	0
FAM113A	215271	64722	0	0	1	0	50	5	3732101	1.339728e-06	3.571518e-06	0	1.545070e-05	NaN	1.545070e-05
FAM113B	198655	63248	0	0	0	0	50	3	4205858	7.132908e-07	0	0	0	NaN	0
FAM114A1	275437	75107	0	0	0	0	50	4	2916577	1.371471e-06	0	0	0	NaN	0
FAM114A2	247699	67871	0	0	0	0	50	17	5074379	3.350164e-06	0	0	0	NaN	0
FAM115A	431413	130985	0	0	0	0	1	0	234232	0	0	0	0	NaN	0
FAM115C	484008	146730	0	0	0	0	50	5	3381490	1.478638e-06	0	0	0	NaN	0
FAM116A	303309	79596	0	0	0	0	50	8	4307631	1.857169e-06	0	0	0	NaN	0
FAM116B	260697	71958	0	0	0	0	50	8	4411079	1.813615e-06	0	0	0	NaN	0
FAM117A	210983	68809	0	1	0	0	50	4	3514083	1.138277e-06	3.574084e-06	4.739718e-06	0	NaN	0
FAM117B	274365	87435	0	0	0	0	50	5	3341223	1.496458e-06	0	0	0	NaN	0
FAM118A	175473	46833	0	1	1	0	8	1	504242	1.983175e-06	8.996608e-06	5.698882e-06	2.135247e-05	NaN	2.135247e-05
FAM118B	172257	45627	0	0	0	0	50	2	4698576	4.256609e-07	0	0	0	NaN	0
FAM119A	104319	30150	0	0	0	0	50	15	7491538	2.002259e-06	0	0	0	NaN	0
FAM119B	129377	37855	0	0	0	0	50	15	7499243	2.000202e-06	0	0	0	NaN	0
FAM120A	549802	159125	0	3	0	0	50	0	3139553	0	4.231747e-06	5.456510e-06	0	NaN	0
FAM120AOS	137015	39664	0	0	0	0	50	7	3706708	1.888468e-06	0	0	0	NaN	0
FAM120B	439386	117987	0	1	0	0	50	7	3467518	2.018735e-06	1.794131e-06	2.275903e-06	0	NaN	0
FAM120C	518848	159125	0	1	1	0	50	9	3483062	2.583933e-06	2.949970e-06	1.927347e-06	6.284368e-06	NaN	6.284368e-06
FAM122A	132526	41138	0	0	0	0	50	0	4221469	0	0	0	0	NaN	0
FAM122B	146596	36716	0	0	0	0	50	2	4035343	4.956208e-07	0	0	0	NaN	0
FAM122C	185657	49714	0	0	0	0	50	5	3956618	1.263706e-06	0	0	0	NaN	0
FAM123A	305989	99629	0	1	1	0	50	5	3735786	1.338406e-06	4.930748e-06	3.268091e-06	1.003724e-05	NaN	1.003724e-05
FAM123B	528898	156914	0	0	0	0	50	5	4135977	1.208904e-06	0	0	0	NaN	0
FAM123C	391883	129310	0	0	0	0	50	3	3697462	8.113674e-07	0	0	0	NaN	0
FAM124A	271082	83683	0	0	0	0	50	5	4182609	1.195426e-06	0	0	0	NaN	0
FAM124B	226862	67603	0	0	0	0	50	2	3596962	5.560248e-07	0	0	0	NaN	0
FAM125A	131454	40602	0	0	0	0	50	3	3921108	7.650899e-07	0	0	0	NaN	0
FAM125B	157249	43751	0	1	0	0	50	4	3404672	1.174856e-06	4.975124e-06	6.359341e-06	0	NaN	0
FAM126A	253997	68809	0	0	0	0	50	1	2849443	3.509458e-07	0	0	0	NaN	0
FAM126B	254399	73834	0	0	0	0	50	6	4032395	1.487949e-06	0	0	0	NaN	0
FAM127A	53131	16013	0	0	0	0	50	4	2935605	1.362581e-06	0	0	0	NaN	0
FAM127B	62511	19095	0	0	0	0	50	3	3492308	8.590308e-07	0	0	0	NaN	0
FAM127C	53198	15946	0	0	0	0	50	8	3813774	2.097660e-06	0	0	0	NaN	0
FAM128A	73298	24589	0	0	0	0	50	15	7485977	2.003746e-06	0	0	0	NaN	0
FAM128B	73097	24790	0	0	0	0	50	15	7486178	2.003693e-06	0	0	0	NaN	0
FAM129A	450575	120064	0	0	0	0	50	3	3607414	8.316207e-07	0	0	0	NaN	0
FAM129B	362537	102376	0	1	0	0	24	1	1571619	6.362865e-07	2.150940e-06	2.758339e-06	0	NaN	0
FAM129C	344447	111622	0	1	0	0	50	3	3254592	9.217745e-07	2.192651e-06	2.903204e-06	0	NaN	0
FAM131A	170917	54404	0	1	0	0	50	9	3916753	2.297822e-06	4.438113e-06	5.850793e-06	0	NaN	0
FAM131B	174066	48441	0	0	0	0	50	6	3505306	1.711691e-06	0	0	0	NaN	0
FAM131C	135943	38324	0	0	0	0	50	4	3792267	1.054778e-06	0	0	0	NaN	0
FAM132A	140767	48374	0	0	0	0	50	6	3133858	1.914573e-06	0	0	0	NaN	0
FAM133A	121940	28408	0	1	0	0	50	3	3760241	7.978212e-07	6.651236e-06	8.200754e-06	0	NaN	0
FAM133B	130114	27872	0	0	0	0	50	6	4529334	1.324698e-06	0	0	0	NaN	0
FAM134A	251853	82611	0	0	0	0	50	4	2946794	1.357407e-06	0	0	0	NaN	0
FAM134B	246895	67670	0	0	0	0	50	7	4482099	1.561768e-06	0	0	0	NaN	0
FAM134C	221569	67067	0	2	0	0	50	3	3249902	9.231048e-07	6.929143e-06	9.026533e-06	0	NaN	0
FAM135A	751137	194769	0	1	0	0	50	7	5087980	1.375792e-06	1.057188e-06	1.331315e-06	0	NaN	0
FAM135B	671407	192290	0	6	0	0	50	3	4008811	7.483516e-07	6.946881e-06	8.936457e-06	0	NaN	0
FAM136A	69144	16683	0	0	0	0	50	3	3231879	9.282526e-07	0	0	0	NaN	0
FAM136B	67000	16415	0	0	0	0	31	7	3304038	2.118620e-06	0	0	0	NaN	0
FAM13A	510406	131789	0	0	0	0	38	6	3537868	1.695937e-06	0	0	0	NaN	0
FAM13B	473154	115173	0	0	0	0	50	6	3402193	1.763568e-06	0	0	0	NaN	0
FAM13C	288837	75375	0	0	0	0	50	6	4363643	1.374998e-06	0	0	0	NaN	0
FAM149A	231485	68608	0	0	0	0	50	4	4247264	9.417828e-07	0	0	0	NaN	0
FAM149B1	283075	78926	0	0	0	0	50	15	7540314	1.989307e-06	0	0	0	NaN	0
FAM150A	62846	18760	0	1	0	0	50	4	5443616	7.348057e-07	1.225400e-05	1.591191e-05	0	NaN	0
FAM150B	73298	22981	0	0	0	0	50	8	3366616	2.376273e-06	0	0	0	NaN	0
FAM151A	273092	86698	0	1	1	0	50	4	2950010	1.355928e-06	5.558798e-06	3.661770e-06	1.153429e-05	NaN	1.153429e-05
FAM151B	137417	33634	0	0	0	0	50	4	3685268	1.085403e-06	0	0	0	NaN	0
FAM153A	163413	39396	0	0	0	0	50	5	3374656	1.481632e-06	0	0	0	NaN	0
FAM153B	202809	48441	0	0	0	0	50	5	3421690	1.461266e-06	0	0	0	NaN	0
FAM153C	61171	14606	0	0	0	0	50	7	3947037	1.773482e-06	0	0	0	NaN	0
FAM154A	226996	61841	0	0	0	0	50	7	3231678	2.166057e-06	0	0	0	NaN	0
FAM154B	192692	49915	0	0	0	0	50	3	3367152	8.909607e-07	0	0	0	NaN	0
FAM155A	217080	61305	0	0	0	0	50	9	3878295	2.320607e-06	0	0	0	NaN	0
FAM155B	218755	68474	0	0	0	0	50	3	4000570	7.498931e-07	0	0	0	NaN	0
FAM156A	198320	59764	0	0	0	0	50	15	7521152	1.994375e-06	0	0	0	NaN	0
FAM156B	198320	59764	0	0	0	0	50	15	7521152	1.994375e-06	0	0	0	NaN	0
FAM157A	181905	54471	0	0	0	0	50	15	7515859	1.995780e-06	0	0	0	NaN	0
